occurrence_id,pair_id,side,rfw_group,fold_index,official_index,is_genuine
rfw:african:fold02:pair319:left,rfw:african:fold02:pair319,left,African,2,1519,False
rfw:african:fold02:pair319:right,rfw:african:fold02:pair319,right,African,2,1519,False
rfw:african:fold02:pair320:left,rfw:african:fold02:pair320,left,African,2,1520,False
rfw:african:fold02:pair320:right,rfw:african:fold02:pair320,right,African,2,1520,False
rfw:african:fold02:pair321:left,rfw:african:fold02:pair321,left,African,2,1521,False
rfw:african:fold02:pair321:right,rfw:african:fold02:pair321,right,African,2,1521,False
rfw:african:fold02:pair322:left,rfw:african:fold02:pair322,left,African,2,1522,False
rfw:african:fold02:pair322:right,rfw:african:fold02:pair322,right,African,2,1522,False
rfw:african:fold02:pair323:left,rfw:african:fold02:pair323,left,African,2,1523,False
rfw:african:fold02:pair323:right,rfw:african:fold02:pair323,right,African,2,1523,False
rfw:african:fold02:pair324:left,rfw:african:fold02:pair324,left,African,2,1524,False
rfw:african:fold02:pair324:right,rfw:african:fold02:pair324,right,African,2,1524,False
rfw:african:fold02:pair325:left,rfw:african:fold02:pair325,left,African,2,1525,False
rfw:african:fold02:pair325:right,rfw:african:fold02:pair325,right,African,2,1525,False
rfw:african:fold02:pair326:left,rfw:african:fold02:pair326,left,African,2,1526,False
rfw:african:fold02:pair326:right,rfw:african:fold02:pair326,right,African,2,1526,False
rfw:african:fold02:pair327:left,rfw:african:fold02:pair327,left,African,2,1527,False
rfw:african:fold02:pair327:right,rfw:african:fold02:pair327,right,African,2,1527,False
rfw:african:fold02:pair328:left,rfw:african:fold02:pair328,left,African,2,1528,False
rfw:african:fold02:pair328:right,rfw:african:fold02:pair328,right,African,2,1528,False
rfw:african:fold02:pair329:left,rfw:african:fold02:pair329,left,African,2,1529,False
rfw:african:fold02:pair329:right,rfw:african:fold02:pair329,right,African,2,1529,False
rfw:african:fold02:pair330:left,rfw:african:fold02:pair330,left,African,2,1530,False
rfw:african:fold02:pair330:right,rfw:african:fold02:pair330,right,African,2,1530,False
rfw:african:fold02:pair331:left,rfw:african:fold02:pair331,left,African,2,1531,False
rfw:african:fold02:pair331:right,rfw:african:fold02:pair331,right,African,2,1531,False
rfw:african:fold02:pair332:left,rfw:african:fold02:pair332,left,African,2,1532,False
rfw:african:fold02:pair332:right,rfw:african:fold02:pair332,right,African,2,1532,False
rfw:african:fold02:pair333:left,rfw:african:fold02:pair333,left,African,2,1533,False
rfw:african:fold02:pair333:right,rfw:african:fold02:pair333,right,African,2,1533,False
rfw:african:fold02:pair334:left,rfw:african:fold02:pair334,left,African,2,1534,False
rfw:african:fold02:pair334:right,rfw:african:fold02:pair334,right,African,2,1534,False
rfw:african:fold02:pair335:left,rfw:african:fold02:pair335,left,African,2,1535,False
rfw:african:fold02:pair335:right,rfw:african:fold02:pair335,right,African,2,1535,False
rfw:african:fold02:pair336:left,rfw:african:fold02:pair336,left,African,2,1536,False
rfw:african:fold02:pair336:right,rfw:african:fold02:pair336,right,African,2,1536,False
rfw:african:fold02:pair337:left,rfw:african:fold02:pair337,left,African,2,1537,False
rfw:african:fold02:pair337:right,rfw:african:fold02:pair337,right,African,2,1537,False
rfw:african:fold02:pair338:left,rfw:african:fold02:pair338,left,African,2,1538,False
rfw:african:fold02:pair338:right,rfw:african:fold02:pair338,right,African,2,1538,False
rfw:african:fold02:pair339:left,rfw:african:fold02:pair339,left,African,2,1539,False
rfw:african:fold02:pair339:right,rfw:african:fold02:pair339,right,African,2,1539,False
rfw:african:fold02:pair340:left,rfw:african:fold02:pair340,left,African,2,1540,False
rfw:african:fold02:pair340:right,rfw:african:fold02:pair340,right,African,2,1540,False
rfw:african:fold02:pair341:left,rfw:african:fold02:pair341,left,African,2,1541,False
rfw:african:fold02:pair341:right,rfw:african:fold02:pair341,right,African,2,1541,False
rfw:african:fold02:pair342:left,rfw:african:fold02:pair342,left,African,2,1542,False
rfw:african:fold02:pair342:right,rfw:african:fold02:pair342,right,African,2,1542,False
rfw:african:fold02:pair343:left,rfw:african:fold02:pair343,left,African,2,1543,False
rfw:african:fold02:pair343:right,rfw:african:fold02:pair343,right,African,2,1543,False
rfw:african:fold02:pair344:left,rfw:african:fold02:pair344,left,African,2,1544,False
rfw:african:fold02:pair344:right,rfw:african:fold02:pair344,right,African,2,1544,False
rfw:african:fold02:pair345:left,rfw:african:fold02:pair345,left,African,2,1545,False
rfw:african:fold02:pair345:right,rfw:african:fold02:pair345,right,African,2,1545,False
rfw:african:fold02:pair346:left,rfw:african:fold02:pair346,left,African,2,1546,False
rfw:african:fold02:pair346:right,rfw:african:fold02:pair346,right,African,2,1546,False
rfw:african:fold02:pair347:left,rfw:african:fold02:pair347,left,African,2,1547,False
rfw:african:fold02:pair347:right,rfw:african:fold02:pair347,right,African,2,1547,False
rfw:african:fold02:pair348:left,rfw:african:fold02:pair348,left,African,2,1548,False
rfw:african:fold02:pair348:right,rfw:african:fold02:pair348,right,African,2,1548,False
rfw:african:fold02:pair349:left,rfw:african:fold02:pair349,left,African,2,1549,False
rfw:african:fold02:pair349:right,rfw:african:fold02:pair349,right,African,2,1549,False
rfw:african:fold02:pair350:left,rfw:african:fold02:pair350,left,African,2,1550,False
rfw:african:fold02:pair350:right,rfw:african:fold02:pair350,right,African,2,1550,False
rfw:african:fold02:pair351:left,rfw:african:fold02:pair351,left,African,2,1551,False
rfw:african:fold02:pair351:right,rfw:african:fold02:pair351,right,African,2,1551,False
rfw:african:fold02:pair352:left,rfw:african:fold02:pair352,left,African,2,1552,False
rfw:african:fold02:pair352:right,rfw:african:fold02:pair352,right,African,2,1552,False
rfw:african:fold02:pair353:left,rfw:african:fold02:pair353,left,African,2,1553,False
rfw:african:fold02:pair353:right,rfw:african:fold02:pair353,right,African,2,1553,False
rfw:african:fold02:pair354:left,rfw:african:fold02:pair354,left,African,2,1554,False
rfw:african:fold02:pair354:right,rfw:african:fold02:pair354,right,African,2,1554,False
rfw:african:fold02:pair355:left,rfw:african:fold02:pair355,left,African,2,1555,False
rfw:african:fold02:pair355:right,rfw:african:fold02:pair355,right,African,2,1555,False
rfw:african:fold02:pair356:left,rfw:african:fold02:pair356,left,African,2,1556,False
rfw:african:fold02:pair356:right,rfw:african:fold02:pair356,right,African,2,1556,False
rfw:african:fold02:pair357:left,rfw:african:fold02:pair357,left,African,2,1557,False
rfw:african:fold02:pair357:right,rfw:african:fold02:pair357,right,African,2,1557,False
rfw:african:fold02:pair358:left,rfw:african:fold02:pair358,left,African,2,1558,False
rfw:african:fold02:pair358:right,rfw:african:fold02:pair358,right,African,2,1558,False
rfw:african:fold02:pair359:left,rfw:african:fold02:pair359,left,African,2,1559,False
rfw:african:fold02:pair359:right,rfw:african:fold02:pair359,right,African,2,1559,False
rfw:african:fold02:pair360:left,rfw:african:fold02:pair360,left,African,2,1560,False
rfw:african:fold02:pair360:right,rfw:african:fold02:pair360,right,African,2,1560,False
rfw:african:fold02:pair361:left,rfw:african:fold02:pair361,left,African,2,1561,False
rfw:african:fold02:pair361:right,rfw:african:fold02:pair361,right,African,2,1561,False
rfw:african:fold02:pair362:left,rfw:african:fold02:pair362,left,African,2,1562,False
rfw:african:fold02:pair362:right,rfw:african:fold02:pair362,right,African,2,1562,False
rfw:african:fold02:pair363:left,rfw:african:fold02:pair363,left,African,2,1563,False
rfw:african:fold02:pair363:right,rfw:african:fold02:pair363,right,African,2,1563,False
rfw:african:fold02:pair364:left,rfw:african:fold02:pair364,left,African,2,1564,False
rfw:african:fold02:pair364:right,rfw:african:fold02:pair364,right,African,2,1564,False
rfw:african:fold02:pair365:left,rfw:african:fold02:pair365,left,African,2,1565,False
rfw:african:fold02:pair365:right,rfw:african:fold02:pair365,right,African,2,1565,False
rfw:african:fold02:pair366:left,rfw:african:fold02:pair366,left,African,2,1566,False
rfw:african:fold02:pair366:right,rfw:african:fold02:pair366,right,African,2,1566,False
rfw:african:fold02:pair367:left,rfw:african:fold02:pair367,left,African,2,1567,False
rfw:african:fold02:pair367:right,rfw:african:fold02:pair367,right,African,2,1567,False
rfw:african:fold02:pair368:left,rfw:african:fold02:pair368,left,African,2,1568,False
rfw:african:fold02:pair368:right,rfw:african:fold02:pair368,right,African,2,1568,False
rfw:african:fold02:pair369:left,rfw:african:fold02:pair369,left,African,2,1569,False
rfw:african:fold02:pair369:right,rfw:african:fold02:pair369,right,African,2,1569,False
rfw:african:fold02:pair370:left,rfw:african:fold02:pair370,left,African,2,1570,False
rfw:african:fold02:pair370:right,rfw:african:fold02:pair370,right,African,2,1570,False
rfw:african:fold02:pair371:left,rfw:african:fold02:pair371,left,African,2,1571,False
rfw:african:fold02:pair371:right,rfw:african:fold02:pair371,right,African,2,1571,False
rfw:african:fold02:pair372:left,rfw:african:fold02:pair372,left,African,2,1572,False
rfw:african:fold02:pair372:right,rfw:african:fold02:pair372,right,African,2,1572,False
rfw:african:fold02:pair373:left,rfw:african:fold02:pair373,left,African,2,1573,False
rfw:african:fold02:pair373:right,rfw:african:fold02:pair373,right,African,2,1573,False
rfw:african:fold02:pair374:left,rfw:african:fold02:pair374,left,African,2,1574,False
rfw:african:fold02:pair374:right,rfw:african:fold02:pair374,right,African,2,1574,False
rfw:african:fold02:pair375:left,rfw:african:fold02:pair375,left,African,2,1575,False
rfw:african:fold02:pair375:right,rfw:african:fold02:pair375,right,African,2,1575,False
rfw:african:fold02:pair376:left,rfw:african:fold02:pair376,left,African,2,1576,False
rfw:african:fold02:pair376:right,rfw:african:fold02:pair376,right,African,2,1576,False
rfw:african:fold02:pair377:left,rfw:african:fold02:pair377,left,African,2,1577,False
rfw:african:fold02:pair377:right,rfw:african:fold02:pair377,right,African,2,1577,False
rfw:african:fold02:pair378:left,rfw:african:fold02:pair378,left,African,2,1578,False
rfw:african:fold02:pair378:right,rfw:african:fold02:pair378,right,African,2,1578,False
rfw:african:fold02:pair379:left,rfw:african:fold02:pair379,left,African,2,1579,False
rfw:african:fold02:pair379:right,rfw:african:fold02:pair379,right,African,2,1579,False
rfw:african:fold02:pair380:left,rfw:african:fold02:pair380,left,African,2,1580,False
rfw:african:fold02:pair380:right,rfw:african:fold02:pair380,right,African,2,1580,False
rfw:african:fold02:pair381:left,rfw:african:fold02:pair381,left,African,2,1581,False
rfw:african:fold02:pair381:right,rfw:african:fold02:pair381,right,African,2,1581,False
rfw:african:fold02:pair382:left,rfw:african:fold02:pair382,left,African,2,1582,False
rfw:african:fold02:pair382:right,rfw:african:fold02:pair382,right,African,2,1582,False
rfw:african:fold02:pair383:left,rfw:african:fold02:pair383,left,African,2,1583,False
rfw:african:fold02:pair383:right,rfw:african:fold02:pair383,right,African,2,1583,False
rfw:african:fold02:pair384:left,rfw:african:fold02:pair384,left,African,2,1584,False
rfw:african:fold02:pair384:right,rfw:african:fold02:pair384,right,African,2,1584,False
rfw:african:fold02:pair385:left,rfw:african:fold02:pair385,left,African,2,1585,False
rfw:african:fold02:pair385:right,rfw:african:fold02:pair385,right,African,2,1585,False
rfw:african:fold02:pair386:left,rfw:african:fold02:pair386,left,African,2,1586,False
rfw:african:fold02:pair386:right,rfw:african:fold02:pair386,right,African,2,1586,False
rfw:african:fold02:pair387:left,rfw:african:fold02:pair387,left,African,2,1587,False
rfw:african:fold02:pair387:right,rfw:african:fold02:pair387,right,African,2,1587,False
rfw:african:fold02:pair388:left,rfw:african:fold02:pair388,left,African,2,1588,False
rfw:african:fold02:pair388:right,rfw:african:fold02:pair388,right,African,2,1588,False
rfw:african:fold02:pair389:left,rfw:african:fold02:pair389,left,African,2,1589,False
rfw:african:fold02:pair389:right,rfw:african:fold02:pair389,right,African,2,1589,False
rfw:african:fold02:pair390:left,rfw:african:fold02:pair390,left,African,2,1590,False
rfw:african:fold02:pair390:right,rfw:african:fold02:pair390,right,African,2,1590,False
rfw:african:fold02:pair391:left,rfw:african:fold02:pair391,left,African,2,1591,False
rfw:african:fold02:pair391:right,rfw:african:fold02:pair391,right,African,2,1591,False
rfw:african:fold02:pair392:left,rfw:african:fold02:pair392,left,African,2,1592,False
rfw:african:fold02:pair392:right,rfw:african:fold02:pair392,right,African,2,1592,False
rfw:african:fold02:pair393:left,rfw:african:fold02:pair393,left,African,2,1593,False
rfw:african:fold02:pair393:right,rfw:african:fold02:pair393,right,African,2,1593,False
rfw:african:fold02:pair394:left,rfw:african:fold02:pair394,left,African,2,1594,False
rfw:african:fold02:pair394:right,rfw:african:fold02:pair394,right,African,2,1594,False
rfw:african:fold02:pair395:left,rfw:african:fold02:pair395,left,African,2,1595,False
rfw:african:fold02:pair395:right,rfw:african:fold02:pair395,right,African,2,1595,False
rfw:african:fold02:pair396:left,rfw:african:fold02:pair396,left,African,2,1596,False
rfw:african:fold02:pair396:right,rfw:african:fold02:pair396,right,African,2,1596,False
rfw:african:fold02:pair397:left,rfw:african:fold02:pair397,left,African,2,1597,False
rfw:african:fold02:pair397:right,rfw:african:fold02:pair397,right,African,2,1597,False
rfw:african:fold02:pair398:left,rfw:african:fold02:pair398,left,African,2,1598,False
rfw:african:fold02:pair398:right,rfw:african:fold02:pair398,right,African,2,1598,False
rfw:african:fold02:pair399:left,rfw:african:fold02:pair399,left,African,2,1599,False
rfw:african:fold02:pair399:right,rfw:african:fold02:pair399,right,African,2,1599,False
rfw:african:fold02:pair400:left,rfw:african:fold02:pair400,left,African,2,1600,False
rfw:african:fold02:pair400:right,rfw:african:fold02:pair400,right,African,2,1600,False
rfw:african:fold02:pair401:left,rfw:african:fold02:pair401,left,African,2,1601,False
rfw:african:fold02:pair401:right,rfw:african:fold02:pair401,right,African,2,1601,False
rfw:african:fold02:pair402:left,rfw:african:fold02:pair402,left,African,2,1602,False
rfw:african:fold02:pair402:right,rfw:african:fold02:pair402,right,African,2,1602,False
rfw:african:fold02:pair403:left,rfw:african:fold02:pair403,left,African,2,1603,False
rfw:african:fold02:pair403:right,rfw:african:fold02:pair403,right,African,2,1603,False
rfw:african:fold02:pair404:left,rfw:african:fold02:pair404,left,African,2,1604,False
rfw:african:fold02:pair404:right,rfw:african:fold02:pair404,right,African,2,1604,False
rfw:african:fold02:pair405:left,rfw:african:fold02:pair405,left,African,2,1605,False
rfw:african:fold02:pair405:right,rfw:african:fold02:pair405,right,African,2,1605,False
rfw:african:fold02:pair406:left,rfw:african:fold02:pair406,left,African,2,1606,False
rfw:african:fold02:pair406:right,rfw:african:fold02:pair406,right,African,2,1606,False
rfw:african:fold02:pair407:left,rfw:african:fold02:pair407,left,African,2,1607,False
rfw:african:fold02:pair407:right,rfw:african:fold02:pair407,right,African,2,1607,False
rfw:african:fold02:pair408:left,rfw:african:fold02:pair408,left,African,2,1608,False
rfw:african:fold02:pair408:right,rfw:african:fold02:pair408,right,African,2,1608,False
rfw:african:fold02:pair409:left,rfw:african:fold02:pair409,left,African,2,1609,False
rfw:african:fold02:pair409:right,rfw:african:fold02:pair409,right,African,2,1609,False
rfw:african:fold02:pair410:left,rfw:african:fold02:pair410,left,African,2,1610,False
rfw:african:fold02:pair410:right,rfw:african:fold02:pair410,right,African,2,1610,False
rfw:african:fold02:pair411:left,rfw:african:fold02:pair411,left,African,2,1611,False
rfw:african:fold02:pair411:right,rfw:african:fold02:pair411,right,African,2,1611,False
rfw:african:fold02:pair412:left,rfw:african:fold02:pair412,left,African,2,1612,False
rfw:african:fold02:pair412:right,rfw:african:fold02:pair412,right,African,2,1612,False
rfw:african:fold02:pair413:left,rfw:african:fold02:pair413,left,African,2,1613,False
rfw:african:fold02:pair413:right,rfw:african:fold02:pair413,right,African,2,1613,False
rfw:african:fold02:pair414:left,rfw:african:fold02:pair414,left,African,2,1614,False
rfw:african:fold02:pair414:right,rfw:african:fold02:pair414,right,African,2,1614,False
rfw:african:fold02:pair415:left,rfw:african:fold02:pair415,left,African,2,1615,False
rfw:african:fold02:pair415:right,rfw:african:fold02:pair415,right,African,2,1615,False
rfw:african:fold02:pair416:left,rfw:african:fold02:pair416,left,African,2,1616,False
rfw:african:fold02:pair416:right,rfw:african:fold02:pair416,right,African,2,1616,False
rfw:african:fold02:pair417:left,rfw:african:fold02:pair417,left,African,2,1617,False
rfw:african:fold02:pair417:right,rfw:african:fold02:pair417,right,African,2,1617,False
rfw:african:fold02:pair418:left,rfw:african:fold02:pair418,left,African,2,1618,False
rfw:african:fold02:pair418:right,rfw:african:fold02:pair418,right,African,2,1618,False
rfw:african:fold02:pair419:left,rfw:african:fold02:pair419,left,African,2,1619,False
rfw:african:fold02:pair419:right,rfw:african:fold02:pair419,right,African,2,1619,False
rfw:african:fold02:pair420:left,rfw:african:fold02:pair420,left,African,2,1620,False
rfw:african:fold02:pair420:right,rfw:african:fold02:pair420,right,African,2,1620,False
rfw:african:fold02:pair421:left,rfw:african:fold02:pair421,left,African,2,1621,False
rfw:african:fold02:pair421:right,rfw:african:fold02:pair421,right,African,2,1621,False
rfw:african:fold02:pair422:left,rfw:african:fold02:pair422,left,African,2,1622,False
rfw:african:fold02:pair422:right,rfw:african:fold02:pair422,right,African,2,1622,False
rfw:african:fold02:pair423:left,rfw:african:fold02:pair423,left,African,2,1623,False
rfw:african:fold02:pair423:right,rfw:african:fold02:pair423,right,African,2,1623,False
rfw:african:fold02:pair424:left,rfw:african:fold02:pair424,left,African,2,1624,False
rfw:african:fold02:pair424:right,rfw:african:fold02:pair424,right,African,2,1624,False
rfw:african:fold02:pair425:left,rfw:african:fold02:pair425,left,African,2,1625,False
rfw:african:fold02:pair425:right,rfw:african:fold02:pair425,right,African,2,1625,False
rfw:african:fold02:pair426:left,rfw:african:fold02:pair426,left,African,2,1626,False
rfw:african:fold02:pair426:right,rfw:african:fold02:pair426,right,African,2,1626,False
rfw:african:fold02:pair427:left,rfw:african:fold02:pair427,left,African,2,1627,False
rfw:african:fold02:pair427:right,rfw:african:fold02:pair427,right,African,2,1627,False
rfw:african:fold02:pair428:left,rfw:african:fold02:pair428,left,African,2,1628,False
rfw:african:fold02:pair428:right,rfw:african:fold02:pair428,right,African,2,1628,False
rfw:african:fold02:pair429:left,rfw:african:fold02:pair429,left,African,2,1629,False
rfw:african:fold02:pair429:right,rfw:african:fold02:pair429,right,African,2,1629,False
rfw:african:fold02:pair430:left,rfw:african:fold02:pair430,left,African,2,1630,False
rfw:african:fold02:pair430:right,rfw:african:fold02:pair430,right,African,2,1630,False
rfw:african:fold02:pair431:left,rfw:african:fold02:pair431,left,African,2,1631,False
rfw:african:fold02:pair431:right,rfw:african:fold02:pair431,right,African,2,1631,False
rfw:african:fold02:pair432:left,rfw:african:fold02:pair432,left,African,2,1632,False
rfw:african:fold02:pair432:right,rfw:african:fold02:pair432,right,African,2,1632,False
rfw:african:fold02:pair433:left,rfw:african:fold02:pair433,left,African,2,1633,False
rfw:african:fold02:pair433:right,rfw:african:fold02:pair433,right,African,2,1633,False
rfw:african:fold02:pair434:left,rfw:african:fold02:pair434,left,African,2,1634,False
rfw:african:fold02:pair434:right,rfw:african:fold02:pair434,right,African,2,1634,False
rfw:african:fold02:pair435:left,rfw:african:fold02:pair435,left,African,2,1635,False
rfw:african:fold02:pair435:right,rfw:african:fold02:pair435,right,African,2,1635,False
rfw:african:fold02:pair436:left,rfw:african:fold02:pair436,left,African,2,1636,False
rfw:african:fold02:pair436:right,rfw:african:fold02:pair436,right,African,2,1636,False
rfw:african:fold02:pair437:left,rfw:african:fold02:pair437,left,African,2,1637,False
rfw:african:fold02:pair437:right,rfw:african:fold02:pair437,right,African,2,1637,False
rfw:african:fold02:pair438:left,rfw:african:fold02:pair438,left,African,2,1638,False
rfw:african:fold02:pair438:right,rfw:african:fold02:pair438,right,African,2,1638,False
rfw:african:fold02:pair439:left,rfw:african:fold02:pair439,left,African,2,1639,False
rfw:african:fold02:pair439:right,rfw:african:fold02:pair439,right,African,2,1639,False
rfw:african:fold02:pair440:left,rfw:african:fold02:pair440,left,African,2,1640,False
rfw:african:fold02:pair440:right,rfw:african:fold02:pair440,right,African,2,1640,False
rfw:african:fold02:pair441:left,rfw:african:fold02:pair441,left,African,2,1641,False
rfw:african:fold02:pair441:right,rfw:african:fold02:pair441,right,African,2,1641,False
rfw:african:fold02:pair442:left,rfw:african:fold02:pair442,left,African,2,1642,False
rfw:african:fold02:pair442:right,rfw:african:fold02:pair442,right,African,2,1642,False
rfw:african:fold02:pair443:left,rfw:african:fold02:pair443,left,African,2,1643,False
rfw:african:fold02:pair443:right,rfw:african:fold02:pair443,right,African,2,1643,False
rfw:african:fold02:pair444:left,rfw:african:fold02:pair444,left,African,2,1644,False
rfw:african:fold02:pair444:right,rfw:african:fold02:pair444,right,African,2,1644,False
rfw:african:fold02:pair445:left,rfw:african:fold02:pair445,left,African,2,1645,False
rfw:african:fold02:pair445:right,rfw:african:fold02:pair445,right,African,2,1645,False
rfw:african:fold02:pair446:left,rfw:african:fold02:pair446,left,African,2,1646,False
rfw:african:fold02:pair446:right,rfw:african:fold02:pair446,right,African,2,1646,False
rfw:african:fold02:pair447:left,rfw:african:fold02:pair447,left,African,2,1647,False
rfw:african:fold02:pair447:right,rfw:african:fold02:pair447,right,African,2,1647,False
rfw:african:fold02:pair448:left,rfw:african:fold02:pair448,left,African,2,1648,False
rfw:african:fold02:pair448:right,rfw:african:fold02:pair448,right,African,2,1648,False
rfw:african:fold02:pair449:left,rfw:african:fold02:pair449,left,African,2,1649,False
rfw:african:fold02:pair449:right,rfw:african:fold02:pair449,right,African,2,1649,False
rfw:african:fold02:pair450:left,rfw:african:fold02:pair450,left,African,2,1650,False
rfw:african:fold02:pair450:right,rfw:african:fold02:pair450,right,African,2,1650,False
rfw:african:fold02:pair451:left,rfw:african:fold02:pair451,left,African,2,1651,False
rfw:african:fold02:pair451:right,rfw:african:fold02:pair451,right,African,2,1651,False
rfw:african:fold02:pair452:left,rfw:african:fold02:pair452,left,African,2,1652,False
rfw:african:fold02:pair452:right,rfw:african:fold02:pair452,right,African,2,1652,False
rfw:african:fold02:pair453:left,rfw:african:fold02:pair453,left,African,2,1653,False
rfw:african:fold02:pair453:right,rfw:african:fold02:pair453,right,African,2,1653,False
rfw:african:fold02:pair454:left,rfw:african:fold02:pair454,left,African,2,1654,False
rfw:african:fold02:pair454:right,rfw:african:fold02:pair454,right,African,2,1654,False
rfw:african:fold02:pair455:left,rfw:african:fold02:pair455,left,African,2,1655,False
rfw:african:fold02:pair455:right,rfw:african:fold02:pair455,right,African,2,1655,False
rfw:african:fold02:pair456:left,rfw:african:fold02:pair456,left,African,2,1656,False
rfw:african:fold02:pair456:right,rfw:african:fold02:pair456,right,African,2,1656,False
rfw:african:fold02:pair457:left,rfw:african:fold02:pair457,left,African,2,1657,False
rfw:african:fold02:pair457:right,rfw:african:fold02:pair457,right,African,2,1657,False
rfw:african:fold02:pair458:left,rfw:african:fold02:pair458,left,African,2,1658,False
rfw:african:fold02:pair458:right,rfw:african:fold02:pair458,right,African,2,1658,False
rfw:african:fold02:pair459:left,rfw:african:fold02:pair459,left,African,2,1659,False
rfw:african:fold02:pair459:right,rfw:african:fold02:pair459,right,African,2,1659,False
rfw:african:fold02:pair460:left,rfw:african:fold02:pair460,left,African,2,1660,False
rfw:african:fold02:pair460:right,rfw:african:fold02:pair460,right,African,2,1660,False
rfw:african:fold02:pair461:left,rfw:african:fold02:pair461,left,African,2,1661,False
rfw:african:fold02:pair461:right,rfw:african:fold02:pair461,right,African,2,1661,False
rfw:african:fold02:pair462:left,rfw:african:fold02:pair462,left,African,2,1662,False
rfw:african:fold02:pair462:right,rfw:african:fold02:pair462,right,African,2,1662,False
rfw:african:fold02:pair463:left,rfw:african:fold02:pair463,left,African,2,1663,False
rfw:african:fold02:pair463:right,rfw:african:fold02:pair463,right,African,2,1663,False
rfw:african:fold02:pair464:left,rfw:african:fold02:pair464,left,African,2,1664,False
rfw:african:fold02:pair464:right,rfw:african:fold02:pair464,right,African,2,1664,False
rfw:african:fold02:pair465:left,rfw:african:fold02:pair465,left,African,2,1665,False
rfw:african:fold02:pair465:right,rfw:african:fold02:pair465,right,African,2,1665,False
rfw:african:fold02:pair466:left,rfw:african:fold02:pair466,left,African,2,1666,False
rfw:african:fold02:pair466:right,rfw:african:fold02:pair466,right,African,2,1666,False
rfw:african:fold02:pair467:left,rfw:african:fold02:pair467,left,African,2,1667,False
rfw:african:fold02:pair467:right,rfw:african:fold02:pair467,right,African,2,1667,False
rfw:african:fold02:pair468:left,rfw:african:fold02:pair468,left,African,2,1668,False
rfw:african:fold02:pair468:right,rfw:african:fold02:pair468,right,African,2,1668,False
rfw:african:fold02:pair469:left,rfw:african:fold02:pair469,left,African,2,1669,False
rfw:african:fold02:pair469:right,rfw:african:fold02:pair469,right,African,2,1669,False
rfw:african:fold02:pair470:left,rfw:african:fold02:pair470,left,African,2,1670,False
rfw:african:fold02:pair470:right,rfw:african:fold02:pair470,right,African,2,1670,False
rfw:african:fold02:pair471:left,rfw:african:fold02:pair471,left,African,2,1671,False
rfw:african:fold02:pair471:right,rfw:african:fold02:pair471,right,African,2,1671,False
rfw:african:fold02:pair472:left,rfw:african:fold02:pair472,left,African,2,1672,False
rfw:african:fold02:pair472:right,rfw:african:fold02:pair472,right,African,2,1672,False
rfw:african:fold02:pair473:left,rfw:african:fold02:pair473,left,African,2,1673,False
rfw:african:fold02:pair473:right,rfw:african:fold02:pair473,right,African,2,1673,False
rfw:african:fold02:pair474:left,rfw:african:fold02:pair474,left,African,2,1674,False
rfw:african:fold02:pair474:right,rfw:african:fold02:pair474,right,African,2,1674,False
rfw:african:fold02:pair475:left,rfw:african:fold02:pair475,left,African,2,1675,False
rfw:african:fold02:pair475:right,rfw:african:fold02:pair475,right,African,2,1675,False
rfw:african:fold02:pair476:left,rfw:african:fold02:pair476,left,African,2,1676,False
rfw:african:fold02:pair476:right,rfw:african:fold02:pair476,right,African,2,1676,False
rfw:african:fold02:pair477:left,rfw:african:fold02:pair477,left,African,2,1677,False
rfw:african:fold02:pair477:right,rfw:african:fold02:pair477,right,African,2,1677,False
rfw:african:fold02:pair478:left,rfw:african:fold02:pair478,left,African,2,1678,False
rfw:african:fold02:pair478:right,rfw:african:fold02:pair478,right,African,2,1678,False
rfw:african:fold02:pair479:left,rfw:african:fold02:pair479,left,African,2,1679,False
rfw:african:fold02:pair479:right,rfw:african:fold02:pair479,right,African,2,1679,False
rfw:african:fold02:pair480:left,rfw:african:fold02:pair480,left,African,2,1680,False
rfw:african:fold02:pair480:right,rfw:african:fold02:pair480,right,African,2,1680,False
rfw:african:fold02:pair481:left,rfw:african:fold02:pair481,left,African,2,1681,False
rfw:african:fold02:pair481:right,rfw:african:fold02:pair481,right,African,2,1681,False
rfw:african:fold02:pair482:left,rfw:african:fold02:pair482,left,African,2,1682,False
rfw:african:fold02:pair482:right,rfw:african:fold02:pair482,right,African,2,1682,False
rfw:african:fold02:pair483:left,rfw:african:fold02:pair483,left,African,2,1683,False
rfw:african:fold02:pair483:right,rfw:african:fold02:pair483,right,African,2,1683,False
rfw:african:fold02:pair484:left,rfw:african:fold02:pair484,left,African,2,1684,False
rfw:african:fold02:pair484:right,rfw:african:fold02:pair484,right,African,2,1684,False
rfw:african:fold02:pair485:left,rfw:african:fold02:pair485,left,African,2,1685,False
rfw:african:fold02:pair485:right,rfw:african:fold02:pair485,right,African,2,1685,False
rfw:african:fold02:pair486:left,rfw:african:fold02:pair486,left,African,2,1686,False
rfw:african:fold02:pair486:right,rfw:african:fold02:pair486,right,African,2,1686,False
rfw:african:fold02:pair487:left,rfw:african:fold02:pair487,left,African,2,1687,False
rfw:african:fold02:pair487:right,rfw:african:fold02:pair487,right,African,2,1687,False
rfw:african:fold02:pair488:left,rfw:african:fold02:pair488,left,African,2,1688,False
rfw:african:fold02:pair488:right,rfw:african:fold02:pair488,right,African,2,1688,False
